scian_codigo,scian_nivel,scian_titulo,serio_sector,serio_nombre,evidence_type,status,priority,mapping_type,source,justification,reviewed_by,review_date,notes,crosswalk_version,scian_version,serio_version,generated_at,generated_by
213,SUBSECTOR,Servicios relacionados con la minería,213,Servicios relacionados con la minería,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 213 ('Servicios relacionados con la minería') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios relacionados con la minería'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
221,SUBSECTOR,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",221,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 221 ('Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
236,SUBSECTOR,Edificación,236,Edificación,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 236 ('Edificación') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Edificación'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
237,SUBSECTOR,Construcción de obras de ingeniería civil,237,Construcción de obras de ingeniería civil,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 237 ('Construcción de obras de ingeniería civil') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Construcción de obras de ingeniería civil'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
238,SUBSECTOR,Trabajos especializados para la construcción,238,Trabajos especializados para la construcción,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 238 ('Trabajos especializados para la construcción') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Trabajos especializados para la construcción'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
311,SUBSECTOR,Industria alimentaria,311,Industria alimentaria,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 311 ('Industria alimentaria') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Industria alimentaria'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
312,SUBSECTOR,Industria de las bebidas y del tabaco,312,Industria de las bebidas y del tabaco,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 312 ('Industria de las bebidas y del tabaco') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Industria de las bebidas y del tabaco'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
313,SUBSECTOR,Fabricación de insumos textiles y acabado de textiles,313,Fabricación de insumos textiles y acabado de textiles,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 313 ('Fabricación de insumos textiles y acabado de textiles') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de insumos textiles y acabado de textiles'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
314,SUBSECTOR,"Fabricación de productos textiles, excepto prendas de vestir",314,"Fabricación de productos textiles, excepto prendas de vestir",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 314 ('Fabricación de productos textiles, excepto prendas de vestir') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de productos textiles, excepto prendas de vestir'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
315,SUBSECTOR,Fabricación de prendas de vestir,315,Fabricación de prendas de vestir,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 315 ('Fabricación de prendas de vestir') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de prendas de vestir'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
316,SUBSECTOR,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 316 ('Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
321,SUBSECTOR,Industria de la madera,321,Industria de la madera,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 321 ('Industria de la madera') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Industria de la madera'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
322,SUBSECTOR,Industria del papel,322,Industria del papel,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 322 ('Industria del papel') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Industria del papel'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
323,SUBSECTOR,Impresión e industrias conexas,323,Impresión e industrias conexas,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 323 ('Impresión e industrias conexas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Impresión e industrias conexas'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
324,SUBSECTOR,Fabricación de productos derivados del petróleo y del carbón,324,Fabricación de productos derivados del petróleo y del carbón,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 324 ('Fabricación de productos derivados del petróleo y del carbón') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de productos derivados del petróleo y del carbón'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
325,SUBSECTOR,Industria química,325,Industria química,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 325 ('Industria química') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Industria química'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
326,SUBSECTOR,Industria del plástico y del hule,326,Industria del plástico y del hule,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 326 ('Industria del plástico y del hule') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Industria del plástico y del hule'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
327,SUBSECTOR,Fabricación de productos a base de minerales no metálicos,327,Fabricación de productos a base de minerales no metálicos,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 327 ('Fabricación de productos a base de minerales no metálicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de productos a base de minerales no metálicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
331,SUBSECTOR,Industrias metálicas básicas,331,Industrias metálicas básicas,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 331 ('Industrias metálicas básicas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Industrias metálicas básicas'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
332,SUBSECTOR,Fabricación de productos metálicos,332,Fabricación de productos metálicos,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 332 ('Fabricación de productos metálicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de productos metálicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
333,SUBSECTOR,Fabricación de maquinaria y equipo,333,Fabricación de maquinaria y equipo,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 333 ('Fabricación de maquinaria y equipo') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de maquinaria y equipo'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
334,SUBSECTOR,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Coincidencia directa y exacta uno a uno: el subsector SCIAN 334 ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
