"nivel_scian","codigo_scian","descripcion_scian","sector_serio","confianza","requiere_revision","justificacion"
"subsector","462","Comercio al por menor en tiendas de autoservicio y departamentales","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 462 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"subsector","463","Comercio al por menor de productos textiles, bisutería, accesorios de vestir y calzado","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 463 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"subsector","464","Comercio al por menor de artículos para el cuidado de la salud","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 464 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"subsector","465","Comercio al por menor de artículos de papelería, para el esparcimiento y otros artículos de uso personal","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 465 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"subsector","466","Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 466 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"subsector","467","Comercio al por menor de artículos de ferretería, tlapalería y vidrios","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 467 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"subsector","468","Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 468 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"subsector","469","Intermediación de comercio al por menor, y comercio al por menor a través de catálogos impresos, televisión y similares","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 469 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"subsector","481","Transporte aéreo","Transporte aéreo","ALTA","NO","Coincidencia directa y exacta uno a uno: el subsector SCIAN 481 ('Transporte aéreo') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Transporte aéreo'). No requiere inferencia económica adicional."
"subsector","482","Transporte por ferrocarril","Transporte por ferrocarril","ALTA","NO","Coincidencia directa y exacta uno a uno: el subsector SCIAN 482 ('Transporte por ferrocarril') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Transporte por ferrocarril'). No requiere inferencia económica adicional."
"subsector","483","Transporte por agua","Transporte por agua","ALTA","NO","Coincidencia directa y exacta uno a uno: el subsector SCIAN 483 ('Transporte por agua') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Transporte por agua'). No requiere inferencia económica adicional."
"subsector","484","Autotransporte de carga","Autotransporte de carga","ALTA","NO","Coincidencia directa y exacta uno a uno: el subsector SCIAN 484 ('Autotransporte de carga') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Autotransporte de carga'). No requiere inferencia económica adicional."
"subsector","485","Transporte terrestre de pasajeros, excepto por ferrocarril","Transporte terrestre de pasajeros, excepto por ferrocarril","ALTA","NO","Coincidencia directa y exacta uno a uno: el subsector SCIAN 485 ('Transporte terrestre de pasajeros, excepto por ferrocarril') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Transporte terrestre de pasajeros, excepto por ferrocarril'). No requiere inferencia económica adicional."
"subsector","486","Transporte por ductos","Transporte por ductos","ALTA","NO","Coincidencia directa y exacta uno a uno: el subsector SCIAN 486 ('Transporte por ductos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Transporte por ductos'). No requiere inferencia económica adicional."
"subsector","487","Transporte turístico","Transporte turístico","ALTA","NO","Coincidencia directa y exacta uno a uno: el subsector SCIAN 487 ('Transporte turístico') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Transporte turístico'). No requiere inferencia económica adicional."
"subsector","488","Servicios relacionados con el transporte","Servicios relacionados con el transporte","ALTA","NO","Coincidencia directa y exacta uno a uno: el subsector SCIAN 488 ('Servicios relacionados con el transporte') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios relacionados con el transporte'). No requiere inferencia económica adicional."
"subsector","491","Servicios postales","Servicios postales","ALTA","NO","Coincidencia directa y exacta uno a uno: el subsector SCIAN 491 ('Servicios postales') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios postales'). No requiere inferencia económica adicional."
"subsector","492","Servicios de mensajería y paquetería","Servicios de mensajería y paquetería","ALTA","NO","Coincidencia directa y exacta uno a uno: el subsector SCIAN 492 ('Servicios de mensajería y paquetería') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de mensajería y paquetería'). No requiere inferencia económica adicional."
"subsector","493","Servicios de almacenamiento","Servicios de almacenamiento","ALTA","NO","Coincidencia directa y exacta uno a uno: el subsector SCIAN 493 ('Servicios de almacenamiento') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de almacenamiento'). No requiere inferencia económica adicional."
"subsector","512","Industria fílmica y del video, e industria del sonido","Industria fílmica y del video, e industria del sonido","ALTA","NO","Coincidencia directa y exacta uno a uno: el subsector SCIAN 512 ('Industria fílmica y del video, e industria del sonido') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Industria fílmica y del video, e industria del sonido'). No requiere inferencia económica adicional."
"subsector","513","Edición de periódicos, revistas, libros, directorios, software y otros materiales","Edición de periódicos, revistas, libros, software y otros materiales, y edición de estas publicaciones integrada con la impresión","MEDIA","SI","La actualización SCIAN reorganizó el subsector 511 (SCIAN base 2018: 'Edición de periódicos, revistas, libros, software y otros materiales, y edición de estas publicaciones integrada con la impresión') en el subsector 513, separando en una rama distinta la edición de software. El contenido económico central (edición de publicaciones) corresponde al sector SERIO 511, pero se marca para revisión porque SERIO opera sobre la codificación SCIAN 2018 y debe confirmarse la equivalencia exacta a nivel de rama antes de heredar la asignación de forma automática."
"subsector","516","Radio y televisión y provisión de contenido","Radio y televisión","MEDIA","SI","La actualización SCIAN renombró y renumeró el subsector 515 (SCIAN base 2018: 'Radio y televisión') como subsector 516 ('Radio y televisión y provisión de contenido'), incorporando explícitamente streaming y redes sociales de contenido audiovisual. El núcleo económico corresponde al sector SERIO 515, pero se marca para revisión por el mismo motivo de vigencia de catálogo (SERIO usa base SCIAN 2018) y porque las nuevas ramas de streaming podrían ameritar discusión sobre si pertenecen a 515 o deben tratarse aparte."
"subsector","517","Telecomunicaciones","Telecomunicaciones","ALTA","NO","Coincidencia directa y exacta uno a uno: el subsector SCIAN 517 ('Telecomunicaciones') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Telecomunicaciones'). No requiere inferencia económica adicional."
